posting_id,title,company,category,location,seniority,description,posted_date
181,ML Engineer,Fieldstone Group,ML Engineer,"London, UK",Mid,"Fieldstone Group is hiring a ML Engineer to support our data and analytics function. Responsibilities include optimize database queries, automate reporting workflows, and collaborating with engineering and product teams. Ideal candidates have practical experience with TensorFlow, model deployment, and Python, along with a solid foundation in AWS.",2026-05-06
182,Applied Data Scientist,Pinegrove Solutions,Data Scientist,"Bengaluru, India",Senior,"As a Applied Data Scientist at Pinegrove Solutions, you will analyze large datasets, validate data quality, and partner with stakeholders across the business. Core requirements include A/B testing, machine learning, and deep learning. Bonus points for exposure to statistics.",2026-02-06
183,Data Analyst,Meridian Labs,Data Analyst,"Sydney, Australia",Junior,"Meridian Labs is hiring a Data Analyst to support our data and analytics function. Responsibilities include analyze large datasets, translate business requirements into technical specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with statistics, Tableau, and pandas, along with a solid foundation in Python.",2026-06-10
184,Data Governance Analyst,Havenwood Tech,Data Quality Analyst,"London, UK",Junior,"As a Data Governance Analyst at Havenwood Tech, you will validate data quality, optimize database queries, and partner with stakeholders across the business. Core requirements include data cleansing, data governance, and Python. Bonus points for exposure to reporting.",2026-04-10
185,Senior Data Engineer,BrightPath AI,Data Engineer,"Dublin, Ireland",Senior,"Join BrightPath AI as a Senior Data Engineer! In this role you'll translate business requirements into technical specifications and develop predictive models to help drive business decisions. We're looking for someone proficient in data modeling and Python, with working knowledge of Kafka. Experience with AWS is preferred but not required.",2026-02-16
186,Data Scientist II,Datavantis,Data Scientist,"Berlin, Germany",Senior,"Datavantis is hiring a Data Scientist II to support our data and analytics function. Responsibilities include translate business requirements into technical specifications, optimize database queries, and collaborating with engineering and product teams. Ideal candidates have practical experience with SQL, scikit-learn, and statistics, along with a solid foundation in A/B testing.",2026-01-24
187,Data Governance Analyst,Quanta Systems,Data Quality Analyst,"Toronto, Canada",Senior,"As a Data Governance Analyst at Quanta Systems, you will design data pipelines, automate reporting workflows, and partner with stakeholders across the business. Core requirements include metadata management, data profiling, and Python. Bonus points for exposure to data validation.",2026-02-22
188,Data Quality Analyst,Lumen Analytics,Data Quality Analyst,"Kathmandu, Nepal",Entry,"We are looking for a Data Quality Analyst to join our growing team. You will work closely with cross-functional stakeholders to conduct root-cause analysis and translate business requirements into technical specifications. Strong hands-on experience with SQL, reporting, and data cleansing is required. Familiarity with data validation is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-07-08
189,Senior Data Scientist,BrightPath AI,Data Scientist,"Kathmandu, Nepal",Senior,"As a Senior Data Scientist at BrightPath AI, you will automate reporting workflows, partner with product and engineering teams, and partner with stakeholders across the business. Core requirements include experimentation, XGBoost, and Python. Bonus points for exposure to deep learning.",
190,Data Governance Analyst,Lumen Analytics,Data Quality Analyst,"Berlin, Germany",Entry,"Lumen Analytics is hiring a Data Governance Analyst to support our data and analytics function. Responsibilities include build and maintain dashboards, automate reporting workflows, and collaborating with engineering and product teams. Ideal candidates have practical experience with Excel, data cleansing, and data profiling, along with a solid foundation in SQL.",2026-02-02
191,Business Systems Analyst,Fieldstone Group,Business Analyst,"New York, USA",Mid,"Fieldstone Group is hiring a Business Systems Analyst to support our data and analytics function. Responsibilities include support experimentation and A/B testing, document functional specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with process mapping, requirements gathering, and functional specifications, along with a solid foundation in stakeholder communication.",2026-05-14
192,Data Engineer,Pinegrove Solutions,Data Engineer,"Kathmandu, Nepal",Entry,"We are looking for a Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to support experimentation and A/B testing and analyze large datasets. Strong hands-on experience with Docker, Kafka, and data pipelines is required. Familiarity with PostgreSQL is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-19
193,AI Engineer,Pinegrove Solutions,ML Engineer,"New York, USA",Entry,"As a AI Engineer at Pinegrove Solutions, you will partner with product and engineering teams, document functional specifications, and partner with stakeholders across the business. Core requirements include deep learning, Python, and MLOps. Bonus points for exposure to feature engineering.",2026-06-21
194,Data Governance Analyst,Havenwood Tech,Data Quality Analyst,"Dublin, Ireland",Entry,"As a Data Governance Analyst at Havenwood Tech, you will document functional specifications, design data pipelines, and partner with stakeholders across the business. Core requirements include data profiling, Python, and SQL. Bonus points for exposure to data validation.",2026-04-25
195,Data Scientist II,Kestrel Technologies,Data Scientist,Singapore,Mid,"As a Data Scientist II at Kestrel Technologies, you will analyze large datasets, build and maintain dashboards, and partner with stakeholders across the business. Core requirements include feature engineering, scikit-learn, and machine learning. Bonus points for exposure to A/B testing.",2026-06-21
196,ETL Developer,Skylark Data,Data Engineer,"New York, USA",Entry,"As a ETL Developer at Skylark Data, you will translate business requirements into technical specifications, develop predictive models, and partner with stakeholders across the business. Core requirements include data pipelines, Spark, and data modeling. Bonus points for exposure to Redshift.",2026-01-17
197,Junior Business Analyst,Vertex Insights,Business Analyst,"Bengaluru, India",Mid,"Vertex Insights is hiring a Junior Business Analyst to support our data and analytics function. Responsibilities include design data pipelines, optimize database queries, and collaborating with engineering and product teams. Ideal candidates have practical experience with stakeholder communication, requirements gathering, and data validation, along with a solid foundation in Jira.",2026-04-20
198,Data Engineer,Northbridge Analytics,Data Engineer,"Kathmandu, Nepal",Mid,"Northbridge Analytics is hiring a Data Engineer to support our data and analytics function. Responsibilities include design data pipelines, build and maintain dashboards, and collaborating with engineering and product teams. Ideal candidates have practical experience with data modeling, AWS, and Spark, along with a solid foundation in Python.",2026-02-18
199,Junior Business Analyst,Vertex Insights,Business Analyst,"Bengaluru, India",Entry,,2026-04-02
200,Junior Data Analyst,Kestrel Technologies,Data Analyst,"Dublin, Ireland",Junior,"Join Kestrel Technologies as a Junior Data Analyst! In this role you'll validate data quality and partner with product and engineering teams to help drive business decisions. We're looking for someone proficient in data cleaning and data visualization, with working knowledge of Power BI. Experience with reporting is preferred but not required.",2026-06-24
201,Senior Data Scientist,Quanta Systems,Data Scientist,Singapore,Mid,"As a Senior Data Scientist at Quanta Systems, you will translate business requirements into technical specifications, conduct root-cause analysis, and partner with stakeholders across the business. Core requirements include XGBoost, machine learning, and A/B testing. Bonus points for exposure to SQL.",2026-05-21
202,Machine Learning Engineer,Clarion Health,ML Engineer,"Berlin, Germany",Entry,"As a Machine Learning Engineer at Clarion Health, you will support experimentation and A/B testing, develop predictive models, and partner with stakeholders across the business. Core requirements include AWS, Kubernetes, and feature engineering. Bonus points for exposure to CI/CD.",2026-01-25
203,Business Analyst,Quanta Systems,Business Analyst,"New York, USA",Junior,"As a Business Analyst at Quanta Systems, you will develop predictive models, validate data quality, and partner with stakeholders across the business. Core requirements include UAT, functional specifications, and Jira. Bonus points for exposure to stakeholder communication.",2026-05-09
204,ETL Developer,Quanta Systems,Data Engineer,Singapore,Mid,"We are looking for a ETL Developer to join our growing team. You will work closely with cross-functional stakeholders to design data pipelines and conduct root-cause analysis. Strong hands-on experience with Python, Redshift, and Airflow is required. Familiarity with PostgreSQL is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-03-14
205,Data Quality Analyst,Orbit Data Co,Data Quality Analyst,"Berlin, Germany",Entry,"Join Orbit Data Co as a Data Quality Analyst! In this role you'll validate data quality and translate business requirements into technical specifications to help drive business decisions. We're looking for someone proficient in data cleansing and metadata management, with working knowledge of data profiling. Experience with Python is preferred but not required.",2026-03-24
206,Machine Learning Engineer,Orbit Data Co,ML Engineer,"Sydney, Australia",Senior,"Join Orbit Data Co as a Machine Learning Engineer! In this role you'll automate reporting workflows and analyze large datasets to help drive business decisions. We're looking for someone proficient in CI/CD and AWS, with working knowledge of deep learning. Experience with feature engineering is preferred but not required.",2026-02-23
207,Junior Business Analyst,Havenwood Tech,Business Analyst,"Bengaluru, India",Entry,"As a Junior Business Analyst at Havenwood Tech, you will document functional specifications, analyze large datasets, and partner with stakeholders across the business. Core requirements include stakeholder communication, functional specifications, and Jira. Bonus points for exposure to data validation.",2026-04-17
208,Machine Learning Engineer,Datavantis,ML Engineer,"Bengaluru, India",Mid,"As a Machine Learning Engineer at Datavantis, you will support experimentation and A/B testing, develop predictive models, and partner with stakeholders across the business. Core requirements include MLOps, deep learning, and CI/CD. Bonus points for exposure to feature engineering.",2026-01-18
209,Junior Business Analyst,Lumen Analytics,Business Analyst,Remote,Mid,"We are looking for a Junior Business Analyst to join our growing team. You will work closely with cross-functional stakeholders to optimize database queries and build and maintain dashboards. Strong hands-on experience with SQL, UAT, and requirements gathering is required. Familiarity with Jira is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-04
210,Senior Data Engineer,BrightPath AI,Data Engineer,"Toronto, Canada",Junior,"As a Senior Data Engineer at BrightPath AI, you will build and maintain dashboards, support experimentation and A/B testing, and partner with stakeholders across the business. Core requirements include PostgreSQL, data modeling, and AWS. Bonus points for exposure to data pipelines.",2026-04-25
211,Data Analyst,Datavantis,Data Analyst,"New York, USA",Entry,"Datavantis is hiring a Data Analyst to support our data and analytics function. Responsibilities include design data pipelines, automate reporting workflows, and collaborating with engineering and product teams. Ideal candidates have practical experience with data cleaning, Power BI, and Tableau, along with a solid foundation in A/B testing.",2026-03-23
212,ML Engineer,Skylark Data,ML Engineer,Singapore,Junior,"Skylark Data is hiring a ML Engineer to support our data and analytics function. Responsibilities include partner with product and engineering teams, document functional specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with TensorFlow, AWS, and CI/CD, along with a solid foundation in Python.",2026-03-23
213,Machine Learning Engineer,Anchorpoint AI,ML Engineer,"London, UK",Junior,"Anchorpoint AI is hiring a Machine Learning Engineer to support our data and analytics function. Responsibilities include develop predictive models, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with Docker, PyTorch, and CI/CD, along with a solid foundation in TensorFlow.",2026-05-04
214,Data Governance Analyst,Lumen Analytics,Data Quality Analyst,"New York, USA",Senior,"Lumen Analytics is hiring a Data Governance Analyst to support our data and analytics function. Responsibilities include develop predictive models, support experimentation and A/B testing, and collaborating with engineering and product teams. Ideal candidates have practical experience with reporting, data cleansing, and data validation, along with a solid foundation in data profiling.",2026-01-11
215,Data Engineer,Pinegrove Solutions,Data Engineer,Remote,Mid,"Pinegrove Solutions is hiring a Data Engineer to support our data and analytics function. Responsibilities include design data pipelines, develop predictive models, and collaborating with engineering and product teams. Ideal candidates have practical experience with Python, Airflow, and Spark, along with a solid foundation in Kafka.",2026-03-25
216,Business Analyst,Kestrel Technologies,Business Analyst,Singapore,Senior,"Join Kestrel Technologies as a Business Analyst! In this role you'll design data pipelines and support experimentation and A/B testing to help drive business decisions. We're looking for someone proficient in Jira and UAT, with working knowledge of Agile. Experience with Excel is preferred but not required.",2026-04-21
217,Machine Learning Engineer,Fieldstone Group,ML Engineer,"New York, USA",Entry,"As a Machine Learning Engineer at Fieldstone Group, you will automate reporting workflows, partner with product and engineering teams, and partner with stakeholders across the business. Core requirements include model deployment, TensorFlow, and MLOps. Bonus points for exposure to AWS.",2026-03-07
218,AI Engineer,Orbit Data Co,ML Engineer,Remote,Entry,"Orbit Data Co is hiring a AI Engineer to support our data and analytics function. Responsibilities include analyze large datasets, validate data quality, and collaborating with engineering and product teams. Ideal candidates have practical experience with CI/CD, Python, and MLOps, along with a solid foundation in Docker.",2026-05-28
219,AI Engineer,Lumen Analytics,ML Engineer,"Dublin, Ireland",Entry,"As a AI Engineer at Lumen Analytics, you will automate reporting workflows, analyze large datasets, and partner with stakeholders across the business. Core requirements include CI/CD, PyTorch, and Docker. Bonus points for exposure to Kubernetes.",2026-03-24
220,Junior Data Analyst,Quanta Systems,Data Analyst,"Kathmandu, Nepal",Senior,"Quanta Systems is hiring a Junior Data Analyst to support our data and analytics function. Responsibilities include build and maintain dashboards, translate business requirements into technical specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with Python, pandas, and Excel, along with a solid foundation in statistics.",2026-02-10
221,Data Governance Analyst,Fieldstone Group,Data Quality Analyst,"Sydney, Australia",Senior,"Join Fieldstone Group as a Data Governance Analyst! In this role you'll translate business requirements into technical specifications and analyze large datasets to help drive business decisions. We're looking for someone proficient in data profiling and reporting, with working knowledge of data governance. Experience with data cleansing is preferred but not required.",2026-02-08
222,Business Analyst,BrightPath AI,Business Analyst,"Berlin, Germany",Mid,"Join BrightPath AI as a Business Analyst! In this role you'll optimize database queries and analyze large datasets to help drive business decisions. We're looking for someone proficient in Agile and Excel, with working knowledge of requirements gathering. Experience with UAT is preferred but not required.",2026-06-08
223,Data Quality Analyst,Meridian Labs,Data Quality Analyst,Remote,Mid,"Join Meridian Labs as a Data Quality Analyst! In this role you'll document functional specifications and conduct root-cause analysis to help drive business decisions. We're looking for someone proficient in data governance and data cleansing, with working knowledge of metadata management. Experience with data validation is preferred but not required.",2026-04-05
224,Machine Learning Engineer,Pinegrove Solutions,ML Engineer,"Bengaluru, India",Senior,"We are looking for a Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to support experimentation and A/B testing and develop predictive models. Strong hands-on experience with deep learning, Docker, and Kubernetes is required. Familiarity with model deployment is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-17
225,Data Governance Analyst,Pinegrove Solutions,Data Quality Analyst,"New York, USA",Entry,"Join Pinegrove Solutions as a Data Governance Analyst! In this role you'll translate business requirements into technical specifications and support experimentation and A/B testing to help drive business decisions. We're looking for someone proficient in Excel and data cleansing, with working knowledge of data governance. Experience with metadata management is preferred but not required.",2026-04-29
226,Junior Data Engineer,Kestrel Technologies,Data Engineer,"Toronto, Canada",Mid,"We are looking for a Junior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to conduct root-cause analysis and support experimentation and A/B testing. Strong hands-on experience with data pipelines, SQL, and Kafka is required. Familiarity with Python is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-31
227,AI Engineer,Datavantis,ML Engineer,Singapore,Junior,"Join Datavantis as a AI Engineer! In this role you'll build and maintain dashboards and conduct root-cause analysis to help drive business decisions. We're looking for someone proficient in TensorFlow and Docker, with working knowledge of feature engineering. Experience with CI/CD is preferred but not required.",2026-04-06
228,Data Quality Specialist,Clarion Health,Data Quality Analyst,"Kathmandu, Nepal",Senior,"We are looking for a Data Quality Specialist to join our growing team. You will work closely with cross-functional stakeholders to build and maintain dashboards and partner with product and engineering teams. Strong hands-on experience with ETL, data governance, and data cleansing is required. Familiarity with Python is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-21
229,Data Scientist II,Lumen Analytics,Data Scientist,"Toronto, Canada",Entry,"As a Data Scientist II at Lumen Analytics, you will partner with product and engineering teams, design data pipelines, and partner with stakeholders across the business. Core requirements include Python, A/B testing, and machine learning. Bonus points for exposure to feature engineering.",2026-04-03
230,Data Analyst,Northbridge Analytics,Data Analyst,"New York, USA",Mid,"Northbridge Analytics is hiring a Data Analyst to support our data and analytics function. Responsibilities include conduct root-cause analysis, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with Python, Power BI, and data visualization, along with a solid foundation in data cleaning.",2026-02-16
231,Junior Data Analyst,Orbit Data Co,Data Analyst,"New York, USA",Junior,"We are looking for a Junior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to translate business requirements into technical specifications and build and maintain dashboards. Strong hands-on experience with data cleaning, Power BI, and data visualization is required. Familiarity with statistics is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-09
232,Junior Business Analyst,Vertex Insights,Business Analyst,"New York, USA",Senior,"Vertex Insights is hiring a Junior Business Analyst to support our data and analytics function. Responsibilities include conduct root-cause analysis, build and maintain dashboards, and collaborating with engineering and product teams. Ideal candidates have practical experience with functional specifications, Jira, and stakeholder communication, along with a solid foundation in data validation.",2026-02-07
233,Data Quality Specialist,Quanta Systems,Data Quality Analyst,"Kathmandu, Nepal",Mid,"We are looking for a Data Quality Specialist to join our growing team. You will work closely with cross-functional stakeholders to optimize database queries and validate data quality. Strong hands-on experience with data governance, Excel, and reporting is required. Familiarity with Python is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-10
234,AI Engineer,Northbridge Analytics,ML Engineer,"London, UK",Senior,"Northbridge Analytics is hiring a AI Engineer to support our data and analytics function. Responsibilities include develop predictive models, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with feature engineering, CI/CD, and PyTorch, along with a solid foundation in Python.",2026-02-15
235,Applied ML Engineer,Lumen Analytics,ML Engineer,Remote,Senior,"We are looking for a Applied ML Engineer to join our growing team. You will work closely with cross-functional stakeholders to validate data quality and translate business requirements into technical specifications. Strong hands-on experience with PyTorch, Python, and feature engineering is required. Familiarity with CI/CD is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-03-31
236,Business Systems Analyst,Pinegrove Solutions,Business Analyst,"Dublin, Ireland",Senior,"Pinegrove Solutions is hiring a Business Systems Analyst to support our data and analytics function. Responsibilities include automate reporting workflows, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with process mapping, Agile, and requirements gathering, along with a solid foundation in functional specifications.",2026-04-22
237,,Skylark Data,Data Analyst,Remote,Mid,"Skylark Data is hiring a Junior Data Analyst to support our data and analytics function. Responsibilities include partner with product and engineering teams, optimize database queries, and collaborating with engineering and product teams. Ideal candidates have practical experience with data visualization, reporting, and Excel, along with a solid foundation in Python.",2026-03-21
238,Data Analyst II,Kestrel Technologies,Data Analyst,"Sydney, Australia",Entry,"We are looking for a Data Analyst II to join our growing team. You will work closely with cross-functional stakeholders to analyze large datasets and design data pipelines. Strong hands-on experience with Python, data cleaning, and Power BI is required. Familiarity with Excel is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-04-13
239,Junior Business Analyst,Skylark Data,Business Analyst,"Berlin, Germany",Junior,"Join Skylark Data as a Junior Business Analyst! In this role you'll build and maintain dashboards and analyze large datasets to help drive business decisions. We're looking for someone proficient in functional specifications and Jira, with working knowledge of Excel. Experience with Agile is preferred but not required.",2026-05-02
240,Business Analyst,Quanta Systems,Business Analyst,"Sydney, Australia",Entry,"Quanta Systems is hiring a Business Analyst to support our data and analytics function. Responsibilities include support experimentation and A/B testing, document functional specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with UAT, Agile, and functional specifications, along with a solid foundation in SQL.",2026-05-06
241,Data Analyst,Meridian Labs,Data Analyst,"Dublin, Ireland",Entry,"As a Data Analyst at Meridian Labs, you will support experimentation and A/B testing, develop predictive models, and partner with stakeholders across the business. Core requirements include SQL, stakeholder communication, and Tableau. Bonus points for exposure to data cleaning.",2026-05-26
242,Data Analyst II,Meridian Labs,Data Analyst,"New York, USA",Junior,"We are looking for a Data Analyst II to join our growing team. You will work closely with cross-functional stakeholders to document functional specifications and develop predictive models. Strong hands-on experience with data visualization, pandas, and Python is required. Familiarity with Excel is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-27
243,Data Scientist II,Skylark Data,Data Scientist,"Dublin, Ireland",Entry,"We are looking for a Data Scientist II to join our growing team. You will work closely with cross-functional stakeholders to validate data quality and develop predictive models. Strong hands-on experience with feature engineering, machine learning, and XGBoost is required. Familiarity with SQL is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-07-08
244,Junior Data Engineer,Quanta Systems,Data Engineer,"Sydney, Australia",Mid,"As a Junior Data Engineer at Quanta Systems, you will develop predictive models, document functional specifications, and partner with stakeholders across the business. Core requirements include Kafka, Redshift, and Airflow. Bonus points for exposure to data modeling.",2026-05-21
245,Data Quality Specialist,Skylark Data,Data Quality Analyst,"London, UK",Junior,"We are looking for a Data Quality Specialist to join our growing team. You will work closely with cross-functional stakeholders to automate reporting workflows and develop predictive models. Strong hands-on experience with SQL, data cleansing, and reporting is required. Familiarity with data validation is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-07-10
246,Data Governance Analyst,Fieldstone Group,Data Quality Analyst,"Berlin, Germany",Entry,"Fieldstone Group is hiring a Data Governance Analyst to support our data and analytics function. Responsibilities include support experimentation and A/B testing, analyze large datasets, and collaborating with engineering and product teams. Ideal candidates have practical experience with data governance, Excel, and reporting, along with a solid foundation in metadata management.",2026-06-17
247,Junior Data Analyst,Havenwood Tech,Data Analyst,"Dublin, Ireland",Senior,"Havenwood Tech is hiring a Junior Data Analyst to support our data and analytics function. Responsibilities include document functional specifications, build and maintain dashboards, and collaborating with engineering and product teams. Ideal candidates have practical experience with stakeholder communication, pandas, and statistics, along with a solid foundation in Excel.",2026-04-01
248,Data Analyst,Vertex Insights,Data Analyst,Remote,Junior,"Join Vertex Insights as a Data Analyst! In this role you'll partner with product and engineering teams and develop predictive models to help drive business decisions. We're looking for someone proficient in Python and stakeholder communication, with working knowledge of pandas. Experience with data visualization is preferred but not required.",2026-05-12
249,Junior Data Analyst,Clarion Health,Data Analyst,"Sydney, Australia",Entry,"As a Junior Data Analyst at Clarion Health, you will support experimentation and A/B testing, develop predictive models, and partner with stakeholders across the business. Core requirements include Power BI, Excel, and stakeholder communication. Bonus points for exposure to statistics.",2026-04-10
250,Senior Data Scientist,Quanta Systems,Data Scientist,"Toronto, Canada",Mid,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to partner with product and engineering teams and document functional specifications. Strong hands-on experience with machine learning, experimentation, and scikit-learn is required. Familiarity with SQL is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-04-18
251,Data Scientist,Anchorpoint AI,Data Scientist,"London, UK",Mid,"We are looking for a Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to validate data quality and design data pipelines. Strong hands-on experience with feature engineering, deep learning, and Python is required. Familiarity with SQL is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-03-17
252,Junior Business Analyst,Lumen Analytics,Business Analyst,"London, UK",Entry,"Lumen Analytics is hiring a Junior Business Analyst to support our data and analytics function. Responsibilities include analyze large datasets, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with UAT, requirements gathering, and Jira, along with a solid foundation in SQL.",2026-03-30
253,Data Engineer,Kestrel Technologies,Data Engineer,"Sydney, Australia",Mid,"Kestrel Technologies is hiring a Data Engineer to support our data and analytics function. Responsibilities include conduct root-cause analysis, support experimentation and A/B testing, and collaborating with engineering and product teams. Ideal candidates have practical experience with Python, SQL, and Kafka, along with a solid foundation in Airflow.",2026-04-17
254,Data Analyst,Orbit Data Co,Data Analyst,"Kathmandu, Nepal",Junior,"As a Data Analyst at Orbit Data Co, you will analyze large datasets, optimize database queries, and partner with stakeholders across the business. Core requirements include reporting, data visualization, and data cleaning. Bonus points for exposure to statistics.",2026-05-17
255,Applied Data Scientist,Quanta Systems,Data Scientist,"Toronto, Canada",Junior,"As a Applied Data Scientist at Quanta Systems, you will support experimentation and A/B testing, optimize database queries, and partner with stakeholders across the business. Core requirements include Python, pandas, and statistics. Bonus points for exposure to SQL.",2026-04-30
256,ML Engineer,Vertex Insights,ML Engineer,"London, UK",Junior,"As a ML Engineer at Vertex Insights, you will partner with product and engineering teams, develop predictive models, and partner with stakeholders across the business. Core requirements include feature engineering, deep learning, and Python. Bonus points for exposure to AWS.",2026-03-08
257,Senior Data Engineer,Vertex Insights,Data Engineer,"Berlin, Germany",Junior,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to analyze large datasets and validate data quality. Strong hands-on experience with SQL, AWS, and Redshift is required. Familiarity with Airflow is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-03-12
258,Business Systems Analyst,Skylark Data,Business Analyst,"Sydney, Australia",Junior,"We are looking for a Business Systems Analyst to join our growing team. You will work closely with cross-functional stakeholders to translate business requirements into technical specifications and validate data quality. Strong hands-on experience with Jira, requirements gathering, and stakeholder communication is required. Familiarity with functional specifications is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-15
259,Business Systems Analyst,BrightPath AI,Business Analyst,Remote,Junior,"BrightPath AI is hiring a Business Systems Analyst to support our data and analytics function. Responsibilities include analyze large datasets, develop predictive models, and collaborating with engineering and product teams. Ideal candidates have practical experience with stakeholder communication, functional specifications, and data validation, along with a solid foundation in Excel.",2026-05-23
260,Applied ML Engineer,Clarion Health,ML Engineer,"Toronto, Canada",Entry,"As a Applied ML Engineer at Clarion Health, you will analyze large datasets, automate reporting workflows, and partner with stakeholders across the business. Core requirements include PyTorch, Python, and MLOps. Bonus points for exposure to deep learning.",
261,Data Scientist II,BrightPath AI,Data Scientist,Remote,Mid,"Join BrightPath AI as a Data Scientist II! In this role you'll build and maintain dashboards and automate reporting workflows to help drive business decisions. We're looking for someone proficient in Python and experimentation, with working knowledge of scikit-learn. Experience with deep learning is preferred but not required.",2026-04-06
262,Data Quality Specialist,Vertex Insights,Data Quality Analyst,"Sydney, Australia",Entry,"As a Data Quality Specialist at Vertex Insights, you will design data pipelines, optimize database queries, and partner with stakeholders across the business. Core requirements include Python, ETL, and reporting. Bonus points for exposure to data validation.",2026-05-27
263,Data Quality Specialist,Anchorpoint AI,Data Quality Analyst,"Sydney, Australia",Mid,"Anchorpoint AI is hiring a Data Quality Specialist to support our data and analytics function. Responsibilities include partner with product and engineering teams, validate data quality, and collaborating with engineering and product teams. Ideal candidates have practical experience with data governance, data profiling, and data cleansing, along with a solid foundation in Excel.",2026-07-10
264,Data Quality Specialist,Vertex Insights,Data Quality Analyst,"Sydney, Australia",Entry,"As a Data Quality Specialist at Vertex Insights, you will document functional specifications, build and maintain dashboards, and partner with stakeholders across the business. Core requirements include data profiling, Python, and data governance. Bonus points for exposure to Excel.",2026-06-21
265,Applied Data Scientist,BrightPath AI,Data Scientist,Remote,Entry,"BrightPath AI is hiring a Applied Data Scientist to support our data and analytics function. Responsibilities include validate data quality, translate business requirements into technical specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with experimentation, A/B testing, and XGBoost, along with a solid foundation in Python.",2026-04-12
266,Data Engineer,Anchorpoint AI,Data Engineer,"Kathmandu, Nepal",Entry,"As a Data Engineer at Anchorpoint AI, you will optimize database queries, support experimentation and A/B testing, and partner with stakeholders across the business. Core requirements include Docker, data modeling, and Kafka. Bonus points for exposure to ETL.",2026-04-05
267,Data Analyst II,Skylark Data,Data Analyst,"Sydney, Australia",Junior,"Join Skylark Data as a Data Analyst II! In this role you'll validate data quality and analyze large datasets to help drive business decisions. We're looking for someone proficient in Power BI and statistics, with working knowledge of Excel. Experience with SQL is preferred but not required.",2026-06-14
268,Business Data Analyst,Clarion Health,Data Analyst,Singapore,Junior,"As a Business Data Analyst at Clarion Health, you will develop predictive models, document functional specifications, and partner with stakeholders across the business. Core requirements include stakeholder communication, Excel, and A/B testing. Bonus points for exposure to data cleaning.",2026-03-22
269,Data Quality Analyst,Kestrel Technologies,Data Quality Analyst,Singapore,Junior,"Join Kestrel Technologies as a Data Quality Analyst! In this role you'll translate business requirements into technical specifications and optimize database queries to help drive business decisions. We're looking for someone proficient in SQL and data validation, with working knowledge of Python. Experience with Excel is preferred but not required.",2026-04-25
270,Data Scientist,Datavantis,Data Scientist,Singapore,Senior,"Join Datavantis as a Data Scientist! In this role you'll optimize database queries and build and maintain dashboards to help drive business decisions. We're looking for someone proficient in scikit-learn and Python, with working knowledge of A/B testing. Experience with pandas is preferred but not required.",2026-01-31
271,Business Systems Analyst,Meridian Labs,Business Analyst,"Bengaluru, India",Entry,"Join Meridian Labs as a Business Systems Analyst! In this role you'll support experimentation and A/B testing and build and maintain dashboards to help drive business decisions. We're looking for someone proficient in stakeholder communication and Jira, with working knowledge of Excel. Experience with SQL is preferred but not required.",2026-03-12
